GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1002647,2438,Itasca Landfill,TX,2559 FM 66,Itasca,Hill,76055,32.19,-97.109,Private,"Republic Services, Inc.",1977,2077,Open,"14,452,984",2022,Yes,1.476,1.476,180806-0,Candidate,,,,Unknown,Unknown,,,,,,
1002081,1469,J.C. Elliott LF,TX,7001 Ayers Street,Corpus Christi,Nueces,78415,27.7075,-97.455,Public,"City of Corpus Christi, TX",1972,2007,Closed,"8,979,475",2007,Yes,1.167,1.167,1546-0,Low Potential,,,,Unknown,Unknown,Unknown,,,,,
1002081,1469,J.C. Elliott LF,TX,7001 Ayers Street,Corpus Christi,Nueces,78415,27.7075,-97.455,Public,"City of Corpus Christi, TX",1972,2007,Closed,"8,979,475",2007,Yes,1.167,1.167,181057-0,Operational,Combination Project #1,4/10/2024,,Renewable Natural Gas,Other,Pipeline Injection,,,1.7,0.0833,0.0074
1006118,2439,Kerrville Landfill,TX,3315 Loop 534,Kerrville,Kerr,78028,30.016747,-99.118175,Public,"City of Kerrville, TX",1984,2040,Open,"722,608",2007,Yes,0.225,0.225,180807-0,Future Potential,,,,Unknown,Unknown,,,,,,
1012903,21133,La Gloria Ranch Landfill,TX,23485 N. Moorefield Road,Edinburg,Hidalgo,78541,26.411591,-98.346247,Private,"Republic Services, Inc.",2013,2188,Open,"3,674,711",2022,Yes,0.5,0.5,201362-0,Candidate,,,,Unknown,Unknown,,,,,,
1007814,1499,Lacy Lakeview RDF,TX,677 Selby Lane,Waco,McLennan,76705,31.604654,-97.055188,Private,WM,1983,2025,Open,"4,335,370",2022,Yes,0.65,0.65,1576-0,Candidate,,,,Unknown,Unknown,,,,,,
,2436,Lewisville Landfill,TX,801 East College Street,Lewisville,Denton,75057,33.05,-96.9825,Private,"Republic Services, Inc.",1986,2003,Closed,,,No,,,180804-0,Low Potential,,,,Unknown,Unknown,,,,,,
1002643,2273,Maloy Landfill,TX,2811 FM 1568,Campbell,Hunt,75422,33.2423,-95.90413,Private,"Republic Services, Inc.",1979,2166,Open,"5,308,337",2022,Yes,0.079,0.079,180363-0,Candidate,,,,Unknown,Unknown,,,,,,
1003921,1457,Maxwell Creek LF,TX,"INT of Hooper & Hensley
1 mile S. of 544",Wylie,Collin,75098,32.999,-96.5796,Public,"North Texas Municipal Water District, TX",1982,2005,Closed,"4,593,218",2005,No,,,1533-0,Low Potential,,,,Unknown,Unknown,,,,,,
1006899,1465,McCarty Road LF,TX,5757A Oates Road,Houston,Harris,77078,29.827501,-95.243334,Private,"Republic Services, Inc.",1972,2036,Open,"102,698,106",2022,Yes,11.873,3.377,1542-0,Operational,Project #1,3/1/1986,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,5.127,0.5027,0.0405
1006899,1465,McCarty Road LF,TX,5757A Oates Road,Houston,Harris,77078,29.827501,-95.243334,Private,"Republic Services, Inc.",1972,2036,Open,"102,698,106",2022,Yes,11.873,3.377,180917-0,Shutdown,Project #2,5/22/2009,12/31/2019,Direct,Boiler,,,,2.77,,
1006899,1465,McCarty Road LF,TX,5757A Oates Road,Houston,Harris,77078,29.827501,-95.243334,Private,"Republic Services, Inc.",1972,2036,Open,"102,698,106",2022,Yes,11.873,3.377,201447-0,Operational,Project #3,5/31/2021,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3.383,0.3317,0.0267
1007154,1471,McCombs LF,TX,"13600 McCombs Street
4.4 mi W of US 54, 300 ft S of NM",El Paso,El Paso,79934,31.995,-106.405,Public,"City of El Paso, TX",1977,2078,Open,"2,428,770",2022,Yes,0.015,0.015,1548-0,Future Potential,,,,Unknown,Unknown,,,,,,
1006817,1459,McCommas Bluff Landfill,TX,5100 Youngblood Road,Dallas,Dallas,75241,32.684168,-96.718334,Public,"City of Dallas, TX",1975,2054,Open,"58,349,377",2022,Yes,12.262,2.019,1535-0,Shutdown,Project #1,1/1/2000,12/31/2006,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,5.45,0.0000,0.0000
1006817,1459,McCommas Bluff Landfill,TX,5100 Youngblood Road,Dallas,Dallas,75241,32.684168,-96.718334,Public,"City of Dallas, TX",1975,2054,Open,"58,349,377",2022,Yes,12.262,2.019,1535-1,Shutdown,"Project #1, De-Expansion #1",1/1/2007,12/31/2007,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.8,0.0000,0.0000
1006817,1459,McCommas Bluff Landfill,TX,5100 Youngblood Road,Dallas,Dallas,75241,32.684168,-96.718334,Public,"City of Dallas, TX",1975,2054,Open,"58,349,377",2022,Yes,12.262,2.019,1535-2,Operational,"Project #1, Expansion #1",1/1/2008,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,7,0.6863,0.0552
1006817,1459,McCommas Bluff Landfill,TX,5100 Youngblood Road,Dallas,Dallas,75241,32.684168,-96.718334,Public,"City of Dallas, TX",1975,2054,Open,"58,349,377",2022,Yes,12.262,2.019,1535-3,Operational,"Project #1, Expansion #2",1/1/2012,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3,0.2941,0.0237
1006817,1459,McCommas Bluff Landfill,TX,5100 Youngblood Road,Dallas,Dallas,75241,32.684168,-96.718334,Public,"City of Dallas, TX",1975,2054,Open,"58,349,377",2022,Yes,12.262,2.019,1535-4,Operational,"Project #1, Expansion #3",1/1/2014,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.3,0.1275,0.0103
1006291,1470,McKinney Landfill,TX,500 Old Mill Road,McKinney,Collin,75069,33.1732,-96.613263,Public,"North Texas Municipal Water District, TX",1968,2008,Closed,"6,539,355",2008,Yes,0.532,0.532,1547-0,Shutdown,Project #1,5/27/2011,3/1/2016,Electricity,Reciprocating Engine,,2.2,3.2,1.16,,
1007893,1807,Mesquite Creek LF,TX,1700 Kohlenberg Road,New Braunfels,Comal,78130,29.732474,-98.020419,Private,WM,1975,2032,Open,"12,830,722",2022,Yes,2.058,0.764,101866-0,Operational,Project #1,12/31/2010,,Electricity,Reciprocating Engine,,2.36,3.2,1.3,0.1194,0.0114
1002469,2440,Mexia Landfill,TX,3048 LCR 460,Mexia,Limestone,76667,31.612754,-96.503461,Private,"Republic Services, Inc.",1983,2129,Open,"1,737,385",2022,Yes,0.242,0.242,180808-0,Candidate,,,,Unknown,Unknown,,,,,,
1004645,1462,Mill Creek LF,TX,7797 Confederate Park Road,Fort Worth,Tarrant,76108,32.82532,-97.52565,Private,"Republic Services, Inc.",1973,2001,Closed,"4,815,500",,Yes,1.25,1.25,1538-0,Low Potential,,,,Unknown,Unknown,,,,,,
1011256,2285,Nelson Gardens LF,TX,"8963 Nelson Road
.8 miles N of FM 2536, 2 miles W of I-410",San Antonio,Bexar,78252,29.342,-98.668,Public,"City of San Antonio, TX",1980,1993,Closed,"11,802,410",1993,Yes,0.796,,180352-0,Operational,Project #1,4/1/2014,,Electricity,Reciprocating Engine,,1.15,4.24,0.795,0.0582,0.0056
1007670,2396,New Boston Landfill,TX,1030 Highway 82 West,New Boston,Bowie,75570,33.471908,-94.447844,Private,WM,1968,2059,Open,"7,386,320",2022,Yes,1.243,1.243,180754-0,Candidate,,,,Unknown,Unknown,,,,,,
,21409,New City of Waco Landfill,TX,4730 TK Parkway,Axtell,McLennan,76624,31.701791,-96.929281,Public,"City of Waco, TX",2025,2056,Open,,,No,,,201765-0,Future Potential,,,,Unknown,Unknown,,,,,,
1007591,2397,Newton County Landfill,TX,"Ebner Rice Field Drive / 2372 CR 3870
5 miles North of Hwy 12 on Hwy 87",Buna,Newton,77612,30.342953,-93.84162,Private,WM,1998,2121,Open,"6,560,561",2022,Yes,0.026,0.026,180755-0,Candidate,,,,Unknown,Unknown,,,,,,
,2274,North County C&D Landfill,TX,2015 N. Wyoming Avenue,Dickinson,Galveston,77539,29.484,-95.053,Private,"Republic Services, Inc.",,,Open,,,Yes,,,180364-0,Unknown,,,,Unknown,Unknown,,,,,,
1004377,12201,NTMWD 121 Regional Disposal Facility,TX,3820 Sam Rayburn Highway,Melissa,Collin,75454,33.295432,-96.518814,Public,"North Texas Municipal Water District, TX",2004,2062,Open,"14,633,330",2022,Yes,8.445,0.13,181123-0,Operational,Project #1,12/15/2017,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,8.32,0.8158,0.0657
,10760,Orange County LF,TX,2600 Lawrence Road with entrance on FM 1442,Orange,Orange,77630,30.11742,-93.88986,Public,"Orange County, TX",1975,1993,Closed,"1,517,000",1993,No,,,180927-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007853,2398,Paris Landfill,TX,3100 County Road 33900,Powderly,Lamar,75473,33.779,-95.565,Private,WM,1982,2174,Open,"4,211,085",2013,Yes,0.131,0.131,180756-0,Candidate,,,,Unknown,Unknown,,,,,,
1007854,2047,Pecan Prairie Landfill,TX,1308 Highway 69 N,Celeste,Hunt,75423,33.263,-96.16,Private,WM,1985,1998,Closed,"1,439,824",1998,No,,,167132-0,Low Potential,,,,Unknown,Unknown,,,,,,
1006227,1472,Pine Hill Landfill,TX,1102 Pine Hill Landfill Road,Kilgore,Gregg,75662,32.45,-94.832,Private,Four-S Oil Company,1980,2090,Open,"13,550,103",2022,Yes,1.644,0.009,1549-0,Operational,Project #1,7/20/2017,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.64,0.1608,0.0129
1002513,2443,Pleasant Oaks Landfill,TX,3031 FM 3417,Mount Pleasant,Titus,75455,33.1167,-95.0143,Public,City of Mount Pleasant,1960,2118,Open,"3,701,905",2022,Yes,0.261,0.261,180811-0,Candidate,,,,Unknown,Unknown,,,,,,
1000215,11360,Polk County Landfill,TX,3477 FM 942 W,Livingston,Polk,77351,30.83268,-94.92369,Public,"Polk County, TX",1997,2043,Open,"3,120,853",2022,Yes,0.175,0.175,180992-0,Candidate,,,,Unknown,Unknown,,,,,,
,21221,Ponderosa Regional Landfill,TX,"10705 State Highway 359
11 miles E of Loop 20",Laredo,Webb,78043,27.485,-99.2625,Public,"City of Laredo, TX",2013,,Open,,,Unknown,,,201494-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1474,Quail Canyon,TX,.5 miles north of FM 2641,Lubbock,Lubbock,79401,33.67,-101.86,Private,"Republic Services, Inc.",1977,1993,Closed,"200,200",,Yes,,,1551-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005900,2445,Rio Grande Valley,TX,FM 493 and Mile 12 Road,Donna,Hidalgo,78537,26.227,-98.029,Private,"Republic Services, Inc.",1994,2014,Closed,"8,828,412",2013,Yes,1.313,1.313,180813-0,Low Potential,,,,Unknown,Unknown,,,,,,
1002746,1818,Rock Prairie Road Landfill,TX,7600 E. Rock Prairie Road,College Station,Brazos,77845,30.58227,-96.25317,Public,"Brazos Valley SWMA, TX",1982,2011,Closed,"4,905,978",2011,Yes,0.361,0.361,101881-0,Low Potential,,,,Unknown,Unknown,,,,,,
1002512,1779,Royal Oaks Landfill,TX,608 CR 4102 (Heath Lane),Jacksonville,Cherokee,75766,32.0022,-95.268,Public,"City of Jacksonville, TX",1984,2026,Open,"4,006,377",2022,No,,,101818-0,Candidate,,,,Unknown,Unknown,,,,,,
1003044,2276,San Angelo Landfill,TX,3002 Old Ballinger Highway,San Angelo,Tom Green,76905,31.5013,-100.3868,Public,"City of San Angelo, TX",1970,2031,Open,"6,232,438",2022,Yes,0.653,0.653,180366-0,Candidate,,,,Unknown,Unknown,,,,,,
1003281,1497,Seabreeze Environmental Landfill,TX,10310 FM 523,Angleton,Brazoria,77515,29.090834,-95.36,Private,Waste Connections Inc. - Central Region,1974,2044,Open,"28,593,937",2022,Yes,1.711,0.368,1574-0,Operational,Project #1,3/31/2018,,Renewable Natural Gas,Industrial,Pipeline Injection,,,1.34,0.1314,0.0116
1007895,1505,Security Recycling and Disposal LF,TX,19248 Highway 105,Cleveland,Montgomery,77327,30.3292,-95.2692,Private,WM,1988,2045,Open,"13,335,339",2022,Yes,3.163,3.157,1582-0,Operational,Project #1,5/1/2003,,Electricity,Reciprocating Engine,,0.01,3.33,0.006,0.0005,0.0001
1006746,2442,Sinton Landfill,TX,FM 1945 & CR 39,Sinton,San Patricio,78387,28.0106,-97.5578,Private,"Republic Services, Inc.",1972,2002,Closed,"1,851,756",2002,Yes,0.198,0.198,180810-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007852,1456,Skyline LF,TX,1201 N. Central,Ferris,Dallas,75125,32.549,-96.68,Private,WM,1950,2037,Open,"31,496,317",2022,Yes,8.079,1.102,1532-0,Shutdown,Project #1,6/13/2007,12/31/2019,Electricity,Reciprocating Engine,,4.9,6.4,2.72,,
1007852,1456,Skyline LF,TX,1201 N. Central,Ferris,Dallas,75125,32.549,-96.68,Private,WM,1950,2037,Open,"31,496,317",2022,Yes,8.079,1.102,201444-0,Operational,Project #2,2/1/2020,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,6.98,0.6844,0.0551
1002648,1813,Southwest Landfill,TX,20700 Helium Road,Canyon,Randall,79015,35.002,-101.959,Private,"Republic Services, Inc.",1985,2200,Open,"8,182,219",2022,Yes,0.861,0.861,101873-0,Candidate,,,,Unknown,Unknown,,,,,,
1006747,1489,Sunset Farms Landfill,TX,9912 Giles Road,Austin,Travis,78754,30.335,-97.625,Private,"Republic Services, Inc.",1982,2015,Closed,"22,281,720",2015,Yes,3.129,3.129,1566-0,Shutdown,Project #1,12/1/1996,4/1/2016,Electricity,Reciprocating Engine,,3,,2.09,,
1006747,1489,Sunset Farms Landfill,TX,9912 Giles Road,Austin,Travis,78754,30.335,-97.625,Private,"Republic Services, Inc.",1982,2015,Closed,"22,281,720",2015,Yes,3.129,3.129,1566-2,Shutdown,"Project #1, Expansion #2",1/1/2004,4/1/2016,Electricity,Reciprocating Engine,,1,,,,
1003639,2048,Temple Recycling & Disposal Facility,TX,706 Landfill Rd,Temple,Bell,76501,31.074457,-97.301701,Public,"City of Temple, TX",1979,2071,Open,"10,048,307",2022,Yes,2.881,2.881,167133-0,Planned,Project #1,12/31/2024,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
1002471,1820,Tessman Road Landfill,TX,7000 I-10 East,San Antonio,Bexar,78219,29.435834,-98.339168,Private,"Republic Services, Inc.",1982,2051,Open,"37,626,929",2022,Yes,6.534,0.683,101883-0,Shutdown,Project #1,10/10/2002,5/31/2021,Electricity,Reciprocating Engine,,3.33,5.4,,,
1002471,1820,Tessman Road Landfill,TX,7000 I-10 East,San Antonio,Bexar,78219,29.435834,-98.339168,Private,"Republic Services, Inc.",1982,2051,Open,"37,626,929",2022,Yes,6.534,0.683,101883-1,Shutdown,"Project #1, Expansion #1",5/1/2003,5/31/2021,Electricity,Reciprocating Engine,,1.67,2.7,,,
1002471,1820,Tessman Road Landfill,TX,7000 I-10 East,San Antonio,Bexar,78219,29.435834,-98.339168,Private,"Republic Services, Inc.",1982,2051,Open,"37,626,929",2022,Yes,6.534,0.683,101883-2,Shutdown,"Project #1, Expansion #2",10/1/2015,5/31/2021,Electricity,Reciprocating Engine,,0.23,1.324,,,
1002471,1820,Tessman Road Landfill,TX,7000 I-10 East,San Antonio,Bexar,78219,29.435834,-98.339168,Private,"Republic Services, Inc.",1982,2051,Open,"37,626,929",2022,Yes,6.534,0.683,201450-0,Operational,Project #2,12/31/2021,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,5.86,0.5746,0.0462
1005347,1511,Texas Disposal Systems LF,TX,"12200 Carl Road, at INT with FM 1327
5 miles S of Austin, 3 miles E of I-35",Creedmoor,Travis,78610,30.109,-97.757,Private,Texas Disposal Systems,1991,2046,Open,"20,229,498",2022,Yes,1.055,1.055,1588-0,Candidate,,,,Unknown,Unknown,,,,,,
1003001,20717,Texoma Area Solid Waste Authority Landfill,TX,25090 TX-56,Whitesboro,Grayson,76273,33.6322,-96.8419,Public,"Texoma Area Solid Waste Authority, TX",2005,2084,Open,"2,774,312",2022,Yes,,,200924-0,Construction,Project #1,12/31/2024,,Unknown,Unknown,,,,,,
,1518,Tricil Environmental Response/Altar SLF,TX,,Altair,Colorado,,,,Private,Safety Clean,1976,2002,Closed,"1,980,400",,Yes,,,1595-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004646,1801,Trinity Oaks Landfill,TX,11340 C.F. Hawn Freeway,Dallas,Dallas,75253,32.680834,-96.630001,Private,"Republic Services, Inc.",1977,2003,Closed,"6,838,600",,Yes,0.781,0.781,101857-0,Shutdown,Project #1,2/24/2009,7/1/2014,Electricity,Reciprocating Engine,,2.3,3.2,,,
1006465,1485,Turkey Creek Landfill,TX,9100 South I-35 West,Alvarado,Johnson,76009,32.3562,-97.202,Private,"Waste Connections, Inc.",1983,2030,Open,"11,022,493",2013,Yes,3.307,0.042,1562-0,Operational,Project #1,9/1/2011,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.22,0.1196,0.0096
1006465,1485,Turkey Creek Landfill,TX,9100 South I-35 West,Alvarado,Johnson,76009,32.3562,-97.202,Private,"Waste Connections, Inc.",1983,2030,Open,"11,022,493",2013,Yes,3.307,0.042,1562-1,Operational,"Project #1, Expansion #1",1/1/2019,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.12,0.2079,0.0167
1011032,20763,Twin Oaks Landfill,TX,2690 State Highway 30,Anderson,Grimes,77830,30.598127,-96.144866,Public,"Brazos Valley SWMA, TX",2011,2046,Open,"4,525,575",2022,Yes,1.175,1.131,200990-0,Operational,Project #1,12/28/2022,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,0.046,0.0045,0.0004
1006538,1817,Weatherford Landfill,TX,"3131 Old Brock Road
2 miles SW of city limits",Weatherford,Parker,76087,32.716,-97.8585,Private,"Waste Connections, Inc.",1977,2023,Closed,"3,849,115",2022,Yes,0.89,0.89,101880-0,Candidate,,,,Unknown,Unknown,,,,,,
1005480,12212,West Texas Region Disposal Facility,TX,"17304 North FM 2528
INT of FM 597 & FM 2528",Abernathy,Lubbock,79311,33.815,-101.933,Public,"City of Lubbock, TX",1999,2234,Open,"6,198,746",2022,No,,,181134-0,Candidate,,,,Unknown,Unknown,,,,,,
1007840,1519,Westside RDF,TX,3500 Linkcrest Drive,Aledo,Tarrant,76008,32.727169,-97.534517,Private,WM,1975,2007,Closed,"12,328,360",2007,Yes,1.398,0.456,1596-0,Operational,Project #1,3/15/2010,,Electricity,Reciprocating Engine,,1.82,4.8,0.96,0.0921,0.0088
1002514,1811,Whispering Pines LF,TX,8101 Little York,Houston,Harris,77016,29.879,-95.266,Private,"Republic Services, Inc.",1978,2046,Open,"10,248,936",2022,Yes,0.973,0.973,101870-0,Candidate,,,,Unknown,Unknown,,,,,,
1007799,1819,Williamson County LF,TX,"600 Landfill Road
600 CR-128 E side CR-130",Hutto,Williamson,78634,30.602,-97.554,Public,"Williamson County, TX",1985,2071,Open,"10,981,560",2022,Yes,2.288,2.288,101882-0,Planned,Project #1,12/31/2024,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,,
1006417,1539,Bayview LF,UT,10800 South State Road 68,Elberta,Utah,84626,40.033856,-111.958306,Public,Northern Utah Environmental Resource Agency (NUERA),1991,2070,Open,"5,313,812",2022,No,,,1616-0,Construction,Project #1,1/1/2024,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.008,,
,1553,Beaver County LF,UT,1950 N 1250 W,Beaver,Beaver,84713,38.3059,-112.668,Public,Beaver County SSD #5,1968,2026,Open,"107,648",,No,,,1630-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1548,Blanding LF,UT,,Blanding,San Juan,,,,Public,Blanding City,1956,1995,Closed,"50,780",,No,,,1625-0,Low Potential,,,,Unknown,Unknown,,,,,,
1003818,1540,Bountiful Sanitary LF,UT,1300 West Pages Lane,Woods Cross,Davis,84087,40.913,-111.92,Public,Bountiful City Corporation,1960,2050,Open,"3,633,981",2022,No,,,1617-0,Candidate,,,,Unknown,Unknown,,,,,,
,1521,Brigham City LF,UT,,Brigham,Box Elder,,,,Public,Box Elder County,1960,1995,Closed,"693,000",,No,,,1598-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1529,Callao LF,UT,,,Juab,,,,Unknown,,1970,,Closed,,,No,,,1606-0,Unknown,,,,Unknown,Unknown,,,,,,
,1544,Carbon County LF,UT,2835 E Airport Road,Price,Carbon,84501,39.604,-110.76,Public,Carbon County,1956,1995,Closed,"280,000",,No,,,1621-0,Low Potential,,,,Unknown,Unknown,,,,,,
1003949,1527,City of Logan Sanitary Landfill,UT,1400 West 200 North,Logan,Cache,84321,41.7317,-111.87,Public,"City of Logan, UT",1960,2017,Closed,"3,017,085",2017,No,,,1604-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1549,City of Monticello LF,UT,,Monticello,San Juan,,,,Private,Max Dalton,1960,1995,Closed,"36,000",,No,,,1626-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007282,1541,Davis County Landfill,UT,"1997 E 3500 N
650 East Highway 193",Layton,Davis,84040,41.114,-111.931,Private,"Wasatch Integrated Waste Management District, UT",1953,2042,Open,"5,150,066",2022,Yes,2.099,1.139,1618-0,Operational,Project #1,1/13/2005,,Electricity,Reciprocating Engine,,1.2,1.32,0.9,0.0607,0.0058
1007282,1541,Davis County Landfill,UT,"1997 E 3500 N
650 East Highway 193",Layton,Davis,84040,41.114,-111.931,Private,"Wasatch Integrated Waste Management District, UT",1953,2042,Open,"5,150,066",2022,Yes,2.099,1.139,1618-1,Operational,"Project #1, Expansion #1",7/1/2008,,Electricity,Reciprocating Engine,,1.05,1.05,0.55,0.0531,0.0051
1007282,1541,Davis County Landfill,UT,"1997 E 3500 N
650 East Highway 193",Layton,Davis,84040,41.114,-111.931,Private,"Wasatch Integrated Waste Management District, UT",1953,2042,Open,"5,150,066",2022,Yes,2.099,1.139,201732-0,Operational,Project #2,1/1/2023,,Electricity,Reciprocating Engine,,1.3,1.6,0.864,0.0658,0.0063
1007282,1541,Davis County Landfill,UT,"1997 E 3500 N
650 East Highway 193",Layton,Davis,84040,41.114,-111.931,Private,"Wasatch Integrated Waste Management District, UT",1953,2042,Open,"5,150,066",2022,Yes,2.099,1.139,201886-0,Planned,Project #3,12/31/2025,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
,1565,Duchesne County LF,UT,"Highway 87
8.5 miles N of town",Duchesne,Duchesne,84021,40.267501,-110.366667,Public,"Duchesne County; Wasatch County, UT",1984,2044,Open,,,No,,,1642-0,Unknown,,,,Unknown,Unknown,,,,,,
1007944,2074,ECDC Environmental Landfill,UT,1111 West Highway 123,East Carbon,Carbon,84520,39.534,-110.448,Private,"Republic Services, Inc.",1992,2945,Open,"17,544,397",2022,Yes,0.848,0.848,180128-0,Candidate,,,,Unknown,Unknown,,,,,,
,1545,Emery County LF,UT,"off N. Des Bee Dove Road
2.4 mi N of State Hwy 29",Castle Dale,Emery,84513,39.2623,-111.029,Public,"Emery County, UT",1983,2024,Open,"212,184",,No,,,1622-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1532,Eskdale LF,UT,,,Millard,,,,Unknown,,,,Open,,,No,,,1609-0,Unknown,,,,Unknown,Unknown,,,,,,
,1554,Garfield County/John's Valley LF,UT,,,Garfield,,37.7988,-112.0745,Public,"Garfield County, UT",1992,2044,Open,"16,200",,No,,,1631-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1555,Garfield County/Ticaboo LF,UT,"SR-276
3.5 miles South of Ticaboo",Ticaboo,Garfield,,37.6172,-110.7283,Public,"Garfield County, UT",1993,2014,Closed,"8,852",,No,,,1632-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1533,Garrison LF,UT,,Garrison,Millard,,,,Public,"Millard County, UT",1986,1997,Closed,660,,No,,,1610-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1547,Grand County LF,UT,,Moab,Grand,,,,Public,"Grand County, UT",1960,2004,Closed,"76,300",,No,,,1624-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1546,Green River LF,UT,,Green River,Emery,,,,Public,Green River City,1965,1995,Closed,"79,205",,No,,,1623-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1522,Grouse Creek LF,UT,,Grouse Creek,Box Elder,84313,41.189446,-113.898334,Public,Box Elder County,1980,1995,Closed,"1,760",,No,,,1599-0,Low Potential,,,,Unknown,Unknown,,,,,,
1014096,21222,Intermountain Regional Landfill,UT,800 S. Allen Ranch Road (18150 West),Fairfield,Utah,84013,40.215324,-112.079779,Private,Intermountain Regional Landfill,2012,2050,Open,"3,154,678",2022,No,,,201495-0,Candidate,,,,Unknown,Unknown,,,,,,
,1556,Iron County/ Armstrong Pit LF,UT,3127 N Iron Springs Road,Cedar City,Iron,84720,37.713889,-113.232223,Public,"Iron County, UT",1994,2044,Open,"44,962",,No,,,1633-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1530,Juab Rural Development Agency Landfill,UT,Sheeplane Road,Nephi,Juab,84648,39.684446,-111.925279,Public,"Juab Rural Development Agency, UT",1988,2044,Open,"18,300",,No,,,1607-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1557,Kane County/Kanab LF,UT,,Kanab,Kane,84741,37.005556,-112.5,Public,Western Kane County SSD# 1,1981,2044,Open,"39,680",,No,,,1634-0,Future Potential,,,,Unknown,Unknown,,,,,,
1003548,20852,Leekay Landfill,UT,6000 West 2100 South,Salt Lake City,Salt Lake,84128,40.726167,-112.0315,Public,State of Utah Division of Wildlife Resources,1982,1993,Closed,"4,884,075",1993,No,,,201109-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1558,Long Valley Sanitary Landfill,UT,1 mile S. of Glendale on Hwy 89,Glendale,Kane,84729,37.299167,-112.608056,Public,Western Kane County SSD# 1,1988,2094,Open,"6,560",,No,,,1635-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1564,Manila City LF,UT,"off Highway 44
3 miles south of Manila",Manila,Daggett,84046,40.941112,-109.699168,Public,Daggett County; Manila City,1974,,Open,"32,120",,No,,,1641-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1534,Millard County LF,UT,2250 S. Highway 50,Delta,Millard,84624,39.32055,-112.47138,Public,"Millard County, UT",1986,2034,Open,"67,650",,No,,,1611-0,Future Potential,,,,Unknown,Unknown,,,,,,
1013635,20764,North Valley Landfill (NVL),UT,14200 N. Stink Creek Road,Clarkston,Cache,84305,41.992,-112.051,Public,"City of Logan, UT",2018,2100,Open,"403,704",2022,No,,,201000-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1523,Park Valley LF,UT,,Park Valley,Box Elder,,,,Public,Box Elder County,1980,1995,Closed,"2,400",,No,,,1600-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1531,Partoun LF,UT,,,Juab,,,,Unknown,,,,Open,,,No,,,1608-0,Unknown,,,,Unknown,Unknown,,,,,,
,1537,Payson City LF,UT,6665 W 10400 South,Payson,Utah,84651,40.04,-111.804,Public,Payson City Corporation,1951,2014,Closed,"616,029",,No,,,1614-0,Low Potential,,,,Unknown,Unknown,,,,,,
